index,source_file,GateV,DrainI,source_line,setup_title
213,vgs-id2#1.xls,-15.5005235671997,6.5294557954898e-13,214,Run6391
214,vgs-id2#1.xls,-15.9999713897705,6.53568507907182e-13,215,Run6391
215,vgs-id2#1.xls,-16.4999656677246,6.05143918915724e-13,216,Run6391
216,vgs-id2#1.xls,-17.0001697540283,5.66939615913309e-13,217,Run6391
217,vgs-id2#1.xls,-17.4999923706055,6.01490157594448e-13,218,Run6391
218,vgs-id2#1.xls,-18.0000648498535,6.22537015427388e-13,219,Run6391
219,vgs-id2#1.xls,-18.4996147155762,5.95445513642406e-13,220,Run6391
220,vgs-id2#1.xls,-18.9995555877686,6.56868656689902e-13,221,Run6391
221,vgs-id2#1.xls,-19.4998435974121,5.98711997947671e-13,222,Run6391
222,vgs-id2#1.xls,-19.9997062683105,5.73118971985281e-13,223,Run6391
223,vgs-id2#1.xls,-20.4999713897705,6.23412562891779e-13,224,Run6391
224,vgs-id2#1.xls,-21.0000514984131,6.11794686092293e-13,225,Run6391
225,vgs-id2#1.xls,-21.5042209625244,6.21442621754481e-13,226,Run6391
226,vgs-id2#1.xls,-22.0042095184326,7.07886332017293e-13,227,Run6391
227,vgs-id2#1.xls,-22.501049041748,7.05916336669887e-13,228,Run6391
228,vgs-id2#1.xls,-23.0009002685547,6.74076625680614e-13,229,Run6391
229,vgs-id2#1.xls,-23.5009479522705,6.05733237006578e-13,230,Run6391
230,vgs-id2#1.xls,-24.0009593963623,6.67206903875311e-13,231,Run6391
231,vgs-id2#1.xls,-24.5010795593262,6.39206190148484e-13,232,Run6391
232,vgs-id2#1.xls,-25.0011177062988,6.01052410967307e-13,233,Run6391
233,vgs-id2#1.xls,-25.5010375976562,7.53532761361975e-13,234,Run6391
234,vgs-id2#1.xls,-26.0009880065918,7.06943455597991e-13,235,Run6391
235,vgs-id2#1.xls,-26.500997543335,6.83842359908843e-13,236,Run6391
236,vgs-id2#1.xls,-27.0014972686768,7.11220145277469e-13,237,Run6391
237,vgs-id2#1.xls,-27.5019073486328,6.62643984822298e-13,238,Run6391
238,vgs-id2#1.xls,-28.0021896362305,7.60469812122189e-13,239,Run6391
239,vgs-id2#1.xls,-28.5025291442871,7.02868752783248e-13,240,Run6391
240,vgs-id2#1.xls,-29.0027389526367,6.91284540461218e-13,241,Run6391
241,vgs-id2#1.xls,-29.5032501220703,7.18174055381465e-13,242,Run6391
242,vgs-id2#1.xls,-30.0032691955566,7.33681399054525e-13,243,Run6391
